timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1658059200,31.5,48,1014.7,4.26,5.32,899.0,125.5,846.3
1658062800,31.5,47,1014.4,3.62,4.41,808.4,130.6,807.7
1658066400,31.8,44,1014.1,3.55,4.24,659.2,154.9,697.6
1658070000,31.4,43,1014.0,3.42,4.44,511.3,113.7,693.2
1658073600,30.8,45,1013.8,3.31,4.52,342.2,80.4,652.8
1658077200,29.4,50,1013.7,3.26,5.28,162.0,53.3,501.0
1658080800,27.7,57,1013.8,3.58,6.36,19.7,10.1,110.0
1658084400,26.7,60,1014.2,4.00,7.22,0.0,0.0,0.0
1658088000,26.1,67,1014.7,3.69,7.08,0.0,0.0,0.0
1658091600,25.9,70,1014.8,4.38,8.07,0.0,0.0,0.0
1658095200,25.7,71,1015.0,4.53,8.58,0.0,0.0,0.0
1658098800,25.4,78,1015.0,4.72,8.87,0.0,0.0,0.0
1658102400,25.2,81,1015.0,4.81,8.88,0.0,0.0,0.0
1658106000,25.6,77,1014.6,5.32,9.84,0.0,0.0,0.0
1658109600,25.7,77,1014.5,5.47,10.04,0.0,0.0,0.0
1658113200,25.5,79,1014.6,5.22,9.43,0.0,0.0,0.0
1658116800,25.3,84,1014.8,5.11,8.85,12.9,10.3,29.6
1658120400,26.1,82,1015.0,4.94,8.56,152.1,72.9,316.3
1658124000,27.5,65,1015.1,5.23,7.33,332.7,101.2,534.4
1658127600,28.4,56,1015.3,4.81,6.28,518.4,116.0,668.1
1658131200,28.9,52,1015.5,3.80,4.71,683.7,124.6,749.1
1658134800,29.3,51,1015.9,3.61,4.49,814.9,129.8,800.9
1658138400,29.6,49,1016.1,3.85,4.77,899.9,129.1,835.9
1658142000,29.9,47,1016.1,4.42,5.41,929.8,127.8,851.6
1658145600,29.9,47,1015.6,4.36,5.43,900.0,123.5,850.4
1658149200,29.6,47,1015.1,4.22,5.41,815.0,120.1,829.1
1658152800,29.5,44,1014.8,4.33,5.53,680.3,118.0,778.9
1658156400,29.2,45,1014.6,4.10,5.41,531.4,91.6,768.3
1658160000,28.7,47,1014.5,3.79,4.92,341.1,82.8,646.4
1658163600,27.7,53,1014.3,4.00,5.53,161.6,55.3,493.7
1658167200,26.3,63,1014.3,3.49,5.66,17.9,11.6,72.4
1658170800,25.4,70,1014.5,3.81,6.62,0.0,0.0,0.0
1658174400,25.0,76,1014.8,4.03,7.20,0.0,0.0,0.0
1658178000,24.8,79,1014.8,5.11,8.68,0.0,0.0,0.0
1658181600,24.8,76,1015.0,5.19,8.83,0.0,0.0,0.0
1658185200,24.5,74,1014.9,4.72,8.32,0.0,0.0,0.0
1658188800,24.3,76,1014.7,3.94,7.34,0.0,0.0,0.0
1658192400,24.0,80,1014.3,4.30,7.94,0.0,0.0,0.0
1658196000,24.1,81,1014.1,5.16,8.96,0.0,0.0,0.0
1658199600,24.2,79,1013.9,5.13,8.97,0.0,0.0,0.0
1658203200,24.3,80,1014.1,5.24,9.04,13.0,10.4,29.9
1658206800,25.5,75,1014.5,4.88,7.80,154.6,73.3,327.2
1658210400,26.7,63,1014.7,5.00,6.89,337.0,100.1,549.3
1658214000,27.6,57,1014.8,4.14,5.39,524.5,114.9,681.9
1658217600,28.3,54,1015.0,3.21,4.08,690.5,123.5,761.1
1658221200,29.1,49,1015.3,2.70,3.31,818.2,127.7,808.5
1658224800,29.9,43,1015.3,2.62,3.10,903.1,129.2,840.4
1658228400,30.6,37,1015.0,3.11,3.71,935.9,125.8,861.2
1658232000,29.1,48,1015.1,4.16,5.20,906.8,123.5,858.8
1658235600,28.6,53,1014.9,4.21,5.32,809.2,123.0,819.8
1658239200,28.2,58,1014.6,4.11,5.22,683.8,109.7,796.7
1658242800,27.6,63,1014.3,4.23,5.45,520.6,97.8,740.5
1658246400,27.0,65,1014.2,4.55,5.89,339.1,78.6,654.4
1658250000,26.3,67,1014.0,3.81,5.12,161.2,52.3,509.4
1658253600,25.5,66,1014.0,3.01,4.91,17.6,9.0,97.8
1658257200,24.8,70,1014.2,3.01,5.50,0.0,0.0,0.0
1658260800,24.2,81,1014.7,2.53,5.11,0.0,0.0,0.0
1658264400,23.6,88,1014.9,2.21,4.70,0.0,0.0,0.0
1658268000,23.1,90,1015.2,1.87,4.43,0.0,0.0,0.0
1658271600,22.9,91,1015.4,2.10,4.68,0.0,0.0,0.0
1658275200,22.6,90,1014.9,2.55,5.44,0.0,0.0,0.0
1658278800,22.6,91,1014.6,2.97,6.20,0.0,0.0,0.0
1658282400,22.6,90,1014.5,3.55,7.09,0.0,0.0,0.0
1658286000,22.7,86,1014.5,3.97,7.79,0.0,0.0,0.0
1658289600,23.0,81,1014.8,4.32,8.06,10.5,7.9,30.3
1658293200,24.4,76,1014.9,4.47,8.04,150.7,72.1,318.9
1658296800,26.2,69,1015.2,5.06,7.07,333.7,101.5,540.7
1658300400,27.3,64,1015.4,5.32,7.08,520.2,116.1,674.6
1658304000,27.9,59,1015.7,4.43,5.63,686.3,124.7,755.5
1658307600,28.4,52,1015.9,3.85,4.70,817.3,129.8,806.1
1658311200,28.9,48,1016.1,3.81,4.62,899.0,131.2,834.8
1658314800,29.3,45,1015.9,3.98,5.00,926.8,129.8,848.3
1658318400,29.6,42,1015.3,3.68,4.44,899.0,125.5,849.1
1658322000,29.7,40,1015.1,3.58,4.35,820.5,119.1,839.1
1658325600,29.7,42,1014.7,3.49,4.37,692.9,109.7,810.7
1658329200,29.3,45,1014.3,3.45,4.30,530.1,96.9,760.5
1658332800,28.5,51,1014.0,3.32,4.80,346.2,77.7,677.0
1658336400,27.4,55,1013.8,3.04,4.78,163.5,51.5,528.6
1658340000,25.8,62,1013.7,2.55,4.92,16.9,8.6,95.5
1658343600,24.6,70,1013.9,2.31,5.00,0.0,0.0,0.0
1658347200,24.0,75,1014.2,2.15,5.06,0.0,0.0,0.0
1658350800,22.6,84,1014.1,1.92,4.26,0.0,0.0,0.0
1658354400,21.9,86,1014.4,2.28,3.20,0.0,0.0,0.0
1658358000,21.4,84,1014.5,1.50,1.88,0.0,0.0,0.0
1658361600,21.5,82,1014.4,1.10,1.90,0.0,0.0,0.0
1658365200,20.2,80,1014.3,1.80,2.61,0.0,0.0,0.0
1658368800,19.7,75,1014.3,2.22,3.04,0.0,0.0,0.0
1658372400,19.6,71,1014.0,2.16,3.49,0.0,0.0,0.0
1658376000,20.6,68,1014.0,1.77,4.05,10.7,8.0,30.6
1658379600,23.6,64,1014.0,2.66,5.30,151.6,72.6,323.6
1658383200,26.2,63,1014.3,2.48,5.02,336.8,100.4,552.8
1658386800,28.3,55,1014.2,2.69,3.67,525.2,115.0,686.7
1658390400,29.6,48,1014.2,3.10,3.91,692.1,123.6,766.1
1658394000,30.2,47,1014.1,3.40,4.24,823.9,128.8,816.2
1658397600,30.5,47,1014.1,3.58,4.49,905.3,130.2,843.8
1658401200,30.7,46,1014.0,3.81,4.87,933.9,129.8,856.8
1658404800,30.5,48,1013.6,3.64,4.59,904.8,124.5,857.6
1658408400,30.7,46,1013.3,3.01,3.95,830.0,110.5,861.9
1658412000,30.5,48,1013.0,2.91,3.93,700.1,104.1,829.9
1658415600,29.8,50,1012.8,2.80,4.01,531.6,95.9,766.8
1658419200,28.9,54,1012.3,2.80,3.91,345.0,77.7,677.2
1658422800,27.7,63,1011.9,2.71,4.04,161.6,51.3,525.1
1658426400,26.2,73,1011.7,1.62,3.99,15.4,7.8,87.3
1658430000,24.1,80,1011.9,1.58,3.28,0.0,0.0,0.0
1658433600,24.0,73,1012.3,1.90,4.44,0.0,0.0,0.0
1658437200,23.3,69,1012.3,1.92,4.94,0.0,0.0,0.0
1658440800,22.1,77,1012.6,2.51,3.63,0.0,0.0,0.0
1658444400,22.7,87,1012.7,1.91,5.12,0.0,0.0,0.0
1658448000,20.7,88,1012.6,1.75,2.51,0.0,0.0,0.0
1658451600,20.4,84,1012.5,1.33,1.56,0.0,0.0,0.0
1658455200,19.8,79,1012.6,1.55,1.94,0.0,0.0,0.0
1658458800,19.2,77,1012.4,2.00,2.69,0.0,0.0,0.0
1658462400,19.8,75,1012.6,2.31,3.84,10.8,8.1,31.0
1658466000,23.6,69,1012.8,1.94,4.59,147.7,69.8,321.8
1658469600,26.4,67,1013.0,2.25,4.52,332.2,100.6,544.2
1658473200,28.2,59,1013.2,3.14,4.18,520.9,115.1,681.2
1658476800,29.2,54,1013.5,3.75,4.88,687.9,122.6,763.5
1658480400,30.4,50,1013.9,3.81,4.87,817.6,127.8,811.4
1658484000,31.1,48,1013.7,3.81,4.70,899.2,129.2,839.4
1658487600,31.5,47,1013.5,3.83,4.80,927.9,128.8,852.6
1658491200,31.8,43,1013.2,3.26,4.03,899.9,124.5,853.3
1658494800,31.5,45,1012.9,2.82,3.45,818.5,118.1,840.2
1658498400,31.3,47,1012.6,2.82,3.51,689.8,108.7,810.8
1658502000,31.3,46,1012.3,3.10,4.02,525.2,95.0,759.2
1658505600,30.5,48,1012.1,2.65,3.51,341.4,77.6,671.2
1658509200,28.8,61,1012.2,2.41,3.90,159.0,51.1,518.4
1658512800,26.9,73,1012.3,1.21,3.09,14.0,7.1,78.9
1658516400,24.9,77,1012.3,1.90,2.60,0.0,0.0,0.0
1658520000,24.0,70,1012.8,2.16,3.09,0.0,0.0,0.0
1658523600,23.6,62,1012.8,2.24,3.11,0.0,0.0,0.0
1658527200,25.2,52,1013.0,1.42,2.26,0.0,0.0,0.0
1658530800,23.8,58,1013.1,0.70,1.40,0.0,0.0,0.0
1658534400,20.2,72,1012.9,2.33,2.64,0.0,0.0,0.0
1658538000,20.7,70,1012.8,1.92,3.19,0.0,0.0,0.0
1658541600,21.2,70,1012.6,2.00,4.36,0.0,0.0,0.0
1658545200,21.3,65,1012.6,2.20,5.35,0.0,0.0,0.0
1658548800,22.1,57,1012.8,2.19,5.76,8.2,5.5,31.5
1658552400,24.9,47,1012.7,2.30,5.32,148.6,70.2,326.8
1658556000,28.3,40,1012.9,1.89,3.92,335.3,100.7,553.6
1658559600,30.1,45,1013.1,1.80,2.65,524.8,114.0,691.5
1658563200,30.9,49,1013.2,1.97,2.34,691.5,122.6,769.8
1658566800,31.8,46,1013.5,2.64,3.05,822.0,126.7,819.1
1658570400,31.9,41,1013.5,3.47,4.17,904.5,129.2,846.3
1658574000,32.1,39,1013.0,3.54,4.32,930.9,128.8,856.9
1658577600,32.9,36,1012.6,3.04,3.83,899.9,124.5,854.4
1658581200,33.0,35,1012.3,3.34,4.16,820.3,118.1,843.7
1658584800,33.1,34,1012.1,3.42,4.44,690.6,110.5,810.9
1658588400,33.0,33,1011.9,3.41,4.44,524.9,95.8,759.5
1658592000,33.1,36,1011.3,3.01,4.25,339.4,78.3,667.4
1658595600,32.3,41,1011.3,1.48,3.61,157.0,52.3,508.5
1658599200,30.3,39,1011.5,2.58,5.52,12.5,6.3,70.4
1658602800,28.4,49,1011.9,2.55,5.50,0.0,0.0,0.0
1658606400,26.7,58,1012.4,2.22,5.66,0.0,0.0,0.0
1658610000,26.3,57,1012.2,2.55,6.01,0.0,0.0,0.0
1658613600,25.5,61,1012.2,2.48,5.48,0.0,0.0,0.0
1658617200,23.7,69,1012.2,1.92,4.61,0.0,0.0,0.0
1658620800,21.9,79,1012.4,2.25,2.64,0.0,0.0,0.0
1658624400,22.5,76,1012.1,1.53,2.08,0.0,0.0,0.0
1658628000,22.4,79,1012.0,1.96,2.89,0.0,0.0,0.0
1658631600,20.9,86,1012.0,2.28,2.76,0.0,0.0,0.0
1658635200,20.8,86,1012.0,1.84,1.57,8.4,8.4,0.0
1658638800,23.9,69,1012.1,1.49,1.36,144.7,69.1,318.2
1658642400,28.0,50,1012.1,1.30,2.31,328.2,98.3,545.0
1658646000,30.9,40,1012.3,1.91,2.69,517.0,114.1,680.3
1658649600,31.7,45,1012.2,2.66,3.22,681.8,121.6,759.7
1658653200,31.8,51,1012.3,3.00,3.54,811.6,126.7,808.1
1658656800,32.3,49,1012.4,3.40,4.26,896.3,129.2,838.5
1658660400,32.8,44,1012.0,3.51,4.34,921.9,128.8,848.4
1658664000,32.2,49,1011.3,3.61,4.48,891.0,130.4,839.4
1658667600,32.6,46,1011.0,2.41,3.00,782.0,137.2,776.2
1658671200,33.0,42,1010.6,2.39,2.75,673.8,116.0,781.5
1658674800,32.0,47,1010.4,2.51,2.86,512.3,98.4,734.9
1658678400,31.0,55,1010.4,2.63,3.20,334.9,76.6,663.7
1658682000,29.1,64,1010.4,2.63,3.91,153.7,50.8,505.3
1658685600,27.5,73,1010.6,1.10,2.50,10.8,5.7,57.8
1658689200,25.8,85,1010.8,1.22,2.11,0.0,0.0,0.0
1658692800,25.5,90,1011.1,1.75,3.64,0.0,0.0,0.0
1658696400,24.7,91,1011.1,1.52,3.67,0.0,0.0,0.0
1658700000,24.2,88,1011.1,1.70,4.25,0.0,0.0,0.0
1658703600,24.5,84,1010.8,2.30,5.55,0.0,0.0,0.0
1658707200,24.8,82,1010.4,2.90,6.26,0.0,0.0,0.0
1658710800,25.1,79,1010.2,3.05,6.69,0.0,0.0,0.0
1658714400,24.8,85,1010.1,2.69,6.23,0.0,0.0,0.0
1658718000,25.1,90,1010.2,3.42,6.99,0.0,0.0,0.0
1658721600,25.2,91,1010.3,3.58,7.18,8.5,8.5,0.0
1658725200,26.6,82,1010.4,3.80,6.93,139.1,67.9,302.5
1658728800,28.4,70,1010.4,4.09,5.92,319.8,98.5,527.2
1658732400,29.6,62,1010.5,4.83,6.69,506.9,114.2,665.1
1658736000,30.5,58,1010.5,5.04,6.87,671.0,122.7,745.1
1658739600,31.4,50,1010.6,5.22,6.86,798.9,127.8,793.3
1658743200,32.0,47,1010.6,5.10,6.73,884.0,130.3,825.2
1658746800,32.3,46,1010.2,4.90,6.41,915.9,126.8,845.3
1658750400,32.5,51,1009.4,4.53,5.70,885.1,124.5,840.6
1658754000,32.2,53,1008.9,4.03,5.11,811.5,115.2,839.5
1658757600,32.0,54,1008.5,3.83,4.71,681.9,107.7,806.3
1658761200,31.6,56,1008.2,3.71,4.70,514.7,94.0,749.4
1658764800,30.9,60,1007.9,3.81,5.08,329.6,76.5,653.8
1658768400,29.6,67,1007.5,3.35,5.10,149.7,49.2,498.9
1658772000,28.2,75,1007.4,2.60,4.59,9.2,4.8,51.2
1658775600,27.1,79,1007.6,2.00,4.22,0.0,0.0,0.0
1658779200,26.9,73,1008.1,2.24,5.04,0.0,0.0,0.0
1658782800,26.1,75,1008.1,1.78,4.72,0.0,0.0,0.0
1658786400,25.5,81,1008.2,1.80,4.57,0.0,0.0,0.0
1658790000,24.7,88,1008.1,1.77,4.13,0.0,0.0,0.0
1658793600,23.8,75,1007.5,1.49,2.70,0.0,0.0,0.0
1658797200,23.5,71,1007.3,0.94,1.24,0.0,0.0,0.0
1658800800,22.9,72,1007.2,0.94,0.61,0.0,0.0,0.0
1658804400,22.3,72,1007.0,1.04,0.45,0.0,0.0,0.0
1658808000,22.1,75,1007.0,1.51,1.61,5.8,5.8,0.0
1658811600,25.5,68,1007.2,1.66,2.85,136.8,68.4,293.4
1658815200,28.1,65,1007.0,0.67,1.87,315.2,100.0,515.4
1658818800,30.5,53,1007.1,0.92,1.03,500.3,115.4,653.8
1658822400,31.8,47,1007.1,1.91,2.12,664.6,125.0,735.0
1658826000,32.0,50,1007.2,2.39,2.61,791.6,128.9,784.7
1658829600,32.4,51,1007.3,2.82,3.04,859.2,139.6,789.1
1658833200,32.0,48,1007.1,4.49,5.41,874.6,152.0,775.3
1658836800,33.9,50,1006.1,4.40,5.21,783.1,161.7,687.8
1658840400,34.3,47,1006.0,3.13,3.97,743.7,172.4,690.2
1658844000,35.0,42,1005.7,1.89,2.10,584.2,153.6,606.0
1658847600,34.6,47,1005.1,3.31,3.59,437.1,148.3,516.2
1658851200,33.5,58,1005.2,3.03,4.16,285.3,87.0,515.1
1658854800,33.0,55,1005.2,1.40,2.24,105.5,54.4,256.5
1658858400,32.3,47,1005.4,1.49,3.42,5.3,3.4,21.3
1658862000,30.5,62,1005.9,2.14,3.48,0.0,0.0,0.0
1658865600,29.1,72,1006.3,2.43,3.91,0.0,0.0,0.0
1658869200,27.7,80,1006.3,2.79,5.35,0.0,0.0,0.0
1658872800,27.0,86,1006.4,1.35,3.54,0.0,0.0,0.0
1658876400,26.6,89,1006.4,0.86,1.49,0.0,0.0,0.0
1658880000,24.8,94,1006.4,1.00,0.10,0.0,0.0,0.0
1658883600,24.1,95,1006.3,1.17,1.12,0.0,0.0,0.0
1658887200,24.2,92,1006.0,1.41,2.35,0.0,0.0,0.0
1658890800,24.6,88,1005.9,1.89,4.21,0.0,0.0,0.0
1658894400,25.1,93,1006.1,1.90,4.40,6.0,6.0,0.0
1658898000,26.6,89,1006.3,1.97,3.40,132.8,67.2,284.2
1658901600,28.1,77,1006.7,2.45,3.08,310.7,100.1,506.6
1658905200,29.5,66,1006.8,2.92,3.62,491.3,120.2,632.5
1658908800,30.7,57,1006.8,2.35,2.84,632.8,148.2,661.5
1658912400,31.2,56,1006.7,3.16,3.74,759.8,159.9,711.7
1658916000,31.4,54,1007.0,3.11,3.75,856.2,146.8,779.1
1658919600,31.6,52,1006.6,3.39,4.10,858.5,167.1,743.0
1658923200,32.9,48,1005.8,2.92,3.50,725.2,217.6,562.9
1658926800,32.6,47,1005.4,0.89,0.80,593.2,198.0,478.3
1658930400,32.5,51,1005.0,1.78,1.56,568.4,184.9,541.1
1658934000,32.6,52,1004.8,1.25,0.81,457.9,127.2,593.3
1658937600,32.2,56,1004.7,3.00,3.20,292.2,88.5,532.3
1658941200,30.4,65,1005.2,3.23,4.47,122.6,53.5,351.7
1658944800,27.9,84,1005.8,2.33,3.62,5.6,3.2,27.5
1658948400,27.5,88,1006.1,1.02,2.31,0.0,0.0,0.0
1658952000,27.2,91,1006.7,1.40,2.82,0.0,0.0,0.0
1658955600,26.6,94,1006.8,0.91,2.41,0.0,0.0,0.0
1658959200,26.1,95,1006.8,1.13,2.42,0.0,0.0,0.0
1658962800,25.6,93,1006.9,1.41,3.04,0.0,0.0,0.0
1658966400,25.7,90,1007.1,2.00,4.16,0.0,0.0,0.0
1658970000,25.6,92,1007.3,1.64,3.64,0.0,0.0,0.0
1658973600,25.0,93,1007.3,1.36,3.11,0.0,0.0,0.0
1658977200,24.4,92,1007.3,1.84,2.33,0.0,0.0,0.0
1658980800,23.9,94,1007.3,1.77,2.19,6.2,6.2,0.0
1658984400,26.2,87,1007.7,2.28,3.40,128.8,67.8,267.2
1658988000,27.9,76,1007.8,2.70,3.56,304.8,100.3,494.6
1658991600,29.1,68,1008.4,4.25,5.50,490.5,118.0,637.0
1658995200,30.2,60,1008.7,4.85,6.32,654.1,127.3,720.8
1658998800,30.4,59,1008.9,5.22,6.82,747.2,152.4,706.9
1659002400,30.6,57,1009.3,4.98,6.36,801.5,194.4,667.8
1659006000,30.9,57,1009.0,4.50,5.72,832.4,167.1,716.0
1659009600,29.8,60,1008.8,4.12,5.20,814.3,157.8,729.2
1659013200,30.0,59,1008.6,4.50,5.73,767.3,138.0,763.2
1659016800,29.7,56,1008.4,5.28,6.94,653.7,115.8,760.9
1659020400,29.4,58,1008.4,5.25,6.91,493.6,104.3,700.8
1659024000,28.7,61,1008.5,4.68,6.29,316.9,78.6,626.4
1659027600,27.8,65,1008.6,4.18,5.72,139.6,48.5,469.5
1659031200,26.6,71,1009.1,3.40,4.97,4.5,2.4,24.0
1659034800,25.9,76,1009.9,2.96,5.12,0.0,0.0,0.0
1659038400,25.5,79,1010.0,3.18,5.57,0.0,0.0,0.0
1659042000,25.1,80,1010.0,2.42,4.81,0.0,0.0,0.0
1659045600,24.7,82,1010.1,2.19,4.65,0.0,0.0,0.0
1659049200,24.4,85,1010.4,2.86,5.73,0.0,0.0,0.0
1659052800,24.1,89,1010.4,2.09,4.84,0.0,0.0,0.0
1659056400,24.1,87,1010.3,2.33,5.14,0.0,0.0,0.0
1659060000,23.9,90,1010.2,2.47,5.31,0.0,0.0,0.0
1659063600,23.9,91,1009.9,2.64,5.66,0.0,0.0,0.0
1659067200,23.9,90,1009.9,2.73,5.61,6.4,6.4,0.0
1659070800,25.2,84,1010.5,2.97,5.23,133.3,66.7,295.1
1659074400,27.1,73,1010.7,3.00,4.11,315.7,99.2,526.4
1659078000,28.7,60,1010.9,2.86,3.81,503.8,113.4,669.7
1659081600,30.1,50,1011.2,3.10,3.81,670.9,124.0,750.2
1659085200,30.9,47,1011.5,3.24,3.93,799.6,129.0,798.5
1659088800,31.3,47,1011.4,3.35,4.03,883.3,130.3,829.7
1659092400,31.3,48,1011.0,3.55,4.33,903.9,131.9,832.2
1659096000,31.4,51,1010.8,3.23,3.79,814.3,142.1,747.9
1659099600,30.8,54,1010.5,3.42,4.21,777.6,122.8,795.9
1659103200,30.4,57,1010.2,3.59,4.69,612.1,114.0,706.6
1659106800,29.9,62,1010.0,3.30,4.30,426.7,127.0,541.6
1659110400,29.7,65,1009.7,3.06,3.96,280.0,84.2,518.1
1659114000,29.0,67,1009.6,2.61,3.54,129.5,49.0,421.1
1659117600,27.5,77,1010.0,2.30,3.61,2.9,1.6,15.3
1659121200,26.5,85,1010.5,1.94,3.75,0.0,0.0,0.0
1659124800,25.9,90,1010.9,1.90,3.67,0.0,0.0,0.0
1659128400,25.5,93,1010.9,2.06,4.14,0.0,0.0,0.0
1659132000,25.2,94,1010.8,2.01,4.14,0.0,0.0,0.0
1659135600,25.0,94,1010.5,2.00,4.16,0.0,0.0,0.0
1659139200,23.8,96,1010.4,1.36,2.50,0.0,0.0,0.0
1659142800,23.8,94,1009.9,1.24,1.68,0.0,0.0,0.0
1659146400,23.3,94,1009.5,1.10,1.17,0.0,0.0,0.0
1659150000,22.5,94,1009.1,1.20,1.08,0.0,0.0,0.0
1659153600,21.9,95,1009.2,1.21,0.78,3.3,3.3,0.0
1659157200,24.1,87,1009.6,0.72,0.63,125.9,67.3,262.4
1659160800,26.9,71,1009.9,0.14,0.50,303.4,103.3,489.2
1659164400,28.8,61,1009.9,0.50,0.58,493.6,117.0,648.4
1659168000,30.4,54,1010.0,1.71,1.94,659.0,125.2,734.0
1659171600,30.9,55,1010.1,2.69,3.22,789.1,130.1,786.3
1659175200,31.3,53,1010.2,3.27,3.96,863.7,136.5,802.7
1659178800,31.4,50,1009.9,2.92,3.53,797.2,215.4,628.2
1659182400,33.8,48,1008.8,0.92,0.71,831.8,152.8,756.9
1659186000,23.4,90,1011.8,7.89,11.99,574.8,236.9,411.5
1659189600,27.3,75,1009.9,1.30,1.92,325.2,184.7,200.0
1659193200,30.0,63,1008.7,0.91,1.51,451.8,162.0,525.9
1659196800,31.3,56,1008.3,1.63,2.51,303.0,86.5,576.7
1659200400,30.6,59,1008.5,1.57,2.92,129.4,52.0,410.9
1659204000,28.7,65,1008.8,3.21,6.46,1.2,0.7,5.5
1659207600,27.7,74,1009.3,4.06,7.36,0.0,0.0,0.0
1659211200,26.5,88,1010.1,3.88,6.68,0.0,0.0,0.0
1659214800,26.1,88,1010.0,3.35,5.58,0.0,0.0,0.0
1659218400,25.8,88,1010.3,3.26,5.70,0.0,0.0,0.0
1659222000,25.7,89,1010.4,4.48,7.38,0.0,0.0,0.0
1659225600,26.3,82,1009.9,3.35,6.31,0.0,0.0,0.0
1659229200,26.4,82,1009.8,4.44,7.69,0.0,0.0,0.0
1659232800,26.5,83,1009.7,5.41,8.83,0.0,0.0,0.0
1659236400,26.2,85,1009.5,6.13,9.63,0.0,0.0,0.0
1659240000,26.1,82,1009.4,6.04,9.53,3.5,3.5,0.0
1659243600,26.5,79,1009.7,6.40,9.35,121.8,66.1,252.1
1659247200,27.3,69,1010.0,6.71,9.39,292.4,104.8,461.1
1659250800,28.1,60,1010.3,6.84,9.44,476.5,124.1,608.7
1659254400,28.8,56,1010.3,6.84,9.26,632.7,140.7,678.1
1659258000,29.5,50,1010.2,7.02,9.44,775.4,147.2,751.1
1659261600,30.0,45,1010.1,7.02,9.45,851.4,153.1,772.2
1659265200,29.9,49,1009.8,7.34,9.91,885.7,138.9,807.9
1659268800,30.2,49,1009.5,7.29,9.70,860.2,132.3,813.0
1659272400,29.8,50,1009.2,7.42,9.97,786.8,120.8,813.1
1659276000,29.5,47,1008.9,7.47,10.06,653.0,113.0,770.5
1659279600,28.6,52,1009.0,7.80,10.66,494.3,98.9,720.7
1659283200,28.0,54,1008.7,7.61,10.78,315.4,75.8,642.5
1659286800,27.3,58,1008.7,6.90,9.98,136.7,47.8,479.3
1659290400,26.7,59,1009.1,6.26,9.80,0.0,0.0,0.0
1659294000,26.4,62,1009.4,6.35,10.10,0.0,0.0,0.0
1659297600,26.2,64,1009.5,6.36,10.15,0.0,0.0,0.0
1659301200,26.1,64,1009.2,6.28,10.18,0.0,0.0,0.0
1659304800,25.9,64,1009.0,6.37,10.28,0.0,0.0,0.0
1659308400,25.7,67,1008.7,6.39,10.54,0.0,0.0,0.0
1659312000,25.8,70,1008.0,6.25,10.55,0.0,0.0,0.0
1659315600,25.7,70,1007.7,6.34,10.98,0.0,0.0,0.0
1659319200,25.7,75,1007.5,5.75,9.62,0.0,0.0,0.0
1659322800,25.9,79,1007.5,5.05,8.43,0.0,0.0,0.0
1659326400,26.1,64,1008.0,5.54,8.90,3.8,3.8,0.0
1659330000,26.4,65,1008.1,4.56,7.24,124.8,65.0,273.6
1659333600,27.3,63,1008.7,4.26,5.90,304.6,99.8,506.2
1659337200,27.8,58,1009.0,6.28,8.39,494.5,114.8,658.0
1659340800,28.3,54,1009.4,6.45,8.71,659.5,126.4,736.8
1659344400,28.6,51,1009.6,6.56,8.68,791.6,131.2,791.1
1659348000,28.9,48,1009.9,6.30,8.30,876.3,132.4,824.1
1659351600,29.0,46,1009.7,6.00,7.80,907.9,130.8,842.1
1659355200,29.8,35,1009.3,5.76,7.57,881.6,126.4,845.3
1659358800,29.7,35,1009.0,5.63,7.40,803.8,118.9,838.1
1659362400,29.1,40,1008.9,6.31,8.32,672.9,110.2,805.4
1659366000,28.2,46,1008.9,7.42,10.15,504.4,95.3,749.0
1659369600,27.8,47,1008.6,7.70,10.70,317.3,76.5,650.4
1659373200,27.4,48,1008.2,7.02,10.38,135.2,46.2,487.8
1659376800,26.7,55,1008.3,6.62,10.38,0.0,0.0,0.0
1659380400,26.2,63,1008.7,6.62,10.69,0.0,0.0,0.0
1659384000,26.3,64,1009.0,6.85,11.18,0.0,0.0,0.0
1659387600,26.2,68,1008.9,6.90,11.36,0.0,0.0,0.0
1659391200,26.0,72,1008.8,6.38,10.42,0.0,0.0,0.0
1659394800,25.8,76,1008.7,5.46,9.32,0.0,0.0,0.0
1659398400,25.5,84,1008.3,4.03,7.18,0.0,0.0,0.0
1659402000,25.2,86,1008.3,2.86,6.00,0.0,0.0,0.0
1659405600,25.5,76,1008.3,2.92,6.64,0.0,0.0,0.0
1659409200,26.1,69,1008.3,3.62,7.12,0.0,0.0,0.0
1659412800,26.0,69,1008.5,3.80,7.32,4.1,4.1,0.0
1659416400,26.8,65,1009.0,4.59,7.47,124.3,63.9,279.6
1659420000,28.0,56,1009.3,5.07,7.21,306.6,98.7,516.6
1659423600,28.8,52,1009.7,5.24,7.07,496.0,113.7,665.0
1659427200,29.3,50,1009.8,4.96,6.58,665.4,123.1,751.3
1659430800,29.8,47,1010.2,4.79,6.23,797.1,129.1,801.9
1659434400,30.0,47,1010.2,4.83,6.17,879.4,131.4,830.3
1659438000,30.1,44,1010.3,5.00,6.39,907.9,129.8,844.8
1659441600,30.5,41,1009.9,6.00,8.00,878.6,125.4,844.7
