timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1687690800,25.2,71,1009.6,5.32,6.92,602.7,298.3,318.8
1687694400,24.3,76,1009.2,3.36,4.49,720.9,249.8,510.0
1687698000,27.5,64,1008.5,4.32,5.46,799.6,163.9,750.1
1687701600,26.6,67,1008.9,4.37,5.59,663.4,146.7,706.8
1687705200,26.8,65,1008.6,5.43,7.23,441.9,125.5,543.2
1687708800,26.1,70,1008.9,4.85,6.75,329.6,99.1,559.7
1687712400,25.9,69,1009.1,4.81,6.92,162.1,63.1,429.2
1687716000,24.6,75,1009.2,5.16,7.75,27.1,16.5,121.7
1687719600,23.9,78,1009.3,4.56,7.54,0.0,0.0,0.0
1687723200,23.5,82,1009.8,4.66,7.85,0.0,0.0,0.0
1687726800,23.3,79,1009.7,5.03,8.38,0.0,0.0,0.0
1687730400,23.1,78,1009.8,5.66,9.43,0.0,0.0,0.0
1687734000,23.0,76,1009.5,6.29,10.41,0.0,0.0,0.0
1687737600,23.0,77,1009.5,5.87,9.78,0.0,0.0,0.0
1687741200,23.1,76,1009.2,5.47,9.12,0.0,0.0,0.0
1687744800,23.0,71,1009.2,5.23,8.80,0.0,0.0,0.0
1687748400,22.8,69,1009.1,5.59,9.37,0.0,0.0,0.0
1687752000,22.9,71,1009.2,6.17,9.96,30.6,23.5,67.7
1687755600,23.8,71,1009.1,6.48,9.62,176.1,86.6,313.7
1687759200,24.7,69,1009.4,7.21,10.32,356.2,116.3,516.3
1687762800,25.5,66,1009.7,7.93,11.15,537.0,132.0,643.0
1687766400,26.2,61,1009.9,8.28,11.36,695.9,142.5,719.0
1687770000,26.7,58,1010.0,8.23,11.36,819.1,148.4,766.7
1687773600,26.9,58,1010.2,8.06,11.02,896.6,150.5,795.5
1687777200,27.2,57,1010.2,7.93,10.70,923.2,149.7,810.4
1687780800,27.6,56,1010.2,7.84,10.57,891.4,144.0,809.1
1687784400,27.2,56,1009.9,7.43,10.15,813.0,134.4,800.6
1687788000,27.0,55,1009.8,6.80,9.36,685.6,123.7,768.4
1687791600,26.6,56,1009.6,6.50,8.92,527.7,109.6,717.4
1687795200,25.7,61,1009.5,6.09,8.38,349.4,88.4,633.5
1687798800,24.7,66,1009.5,5.28,7.47,172.9,60.3,487.8
1687802400,23.6,74,1009.7,4.74,7.38,29.7,16.5,151.4
1687806000,22.7,83,1010.2,4.60,7.55,0.0,0.0,0.0
1687809600,22.5,84,1010.7,4.76,7.94,0.0,0.0,0.0
1687813200,22.6,82,1010.6,5.14,8.63,0.0,0.0,0.0
1687816800,22.6,82,1010.5,5.20,8.71,0.0,0.0,0.0
1687820400,22.5,84,1010.5,4.97,8.60,0.0,0.0,0.0
1687824000,22.8,82,1010.2,5.34,9.18,0.0,0.0,0.0
1687827600,22.8,79,1010.0,5.39,9.40,0.0,0.0,0.0
1687831200,23.0,75,1009.8,5.46,9.46,0.0,0.0,0.0
1687834800,23.0,69,1009.8,5.44,9.49,0.0,0.0,0.0
1687838400,23.2,66,1010.0,5.63,9.66,30.6,23.6,68.5
1687842000,24.1,64,1010.1,5.62,8.92,177.9,86.7,320.4
1687845600,25.2,62,1010.2,5.94,8.54,358.9,113.9,528.2
1687849200,26.1,62,1010.4,6.40,8.82,541.8,129.7,654.9
1687852800,27.0,61,1010.3,6.26,8.41,702.6,139.2,732.5
1687856400,27.6,60,1010.4,5.72,7.63,827.7,145.2,780.6
1687860000,28.2,58,1010.5,5.55,7.25,908.0,145.3,813.5
1687863600,28.5,56,1010.4,5.61,7.28,934.4,143.7,828.5
1687867200,28.1,51,1010.7,5.06,6.41,896.3,143.0,815.5
1687870800,28.8,48,1010.4,4.63,5.77,820.7,134.4,809.6
1687874400,28.9,46,1009.8,4.05,5.07,694.0,122.7,780.9
1687878000,28.5,47,1009.7,3.75,4.74,531.2,107.8,726.3
1687881600,27.9,48,1009.5,2.94,3.73,351.1,88.4,637.3
1687885200,27.0,52,1009.0,2.25,2.79,173.6,60.3,490.7
1687888800,25.6,60,1009.0,1.12,1.66,29.7,16.1,155.7
1687892400,24.3,68,1009.2,0.72,1.13,0.0,0.0,0.0
1687896000,23.9,70,1009.7,1.41,2.52,0.0,0.0,0.0
1687899600,22.5,73,1009.9,1.40,2.10,0.0,0.0,0.0
1687903200,21.5,72,1009.6,0.95,1.27,0.0,0.0,0.0
1687906800,20.9,71,1009.5,1.14,1.90,0.0,0.0,0.0
1687910400,21.3,65,1009.3,2.46,5.44,0.0,0.0,0.0
1687914000,21.2,75,1009.1,2.38,5.25,0.0,0.0,0.0
1687917600,21.1,88,1008.8,2.31,5.19,0.0,0.0,0.0
1687921200,21.2,91,1008.7,2.43,5.28,0.0,0.0,0.0
1687924800,21.5,90,1008.7,2.83,5.61,30.7,23.6,69.3
1687928400,23.5,81,1008.5,2.90,6.13,178.2,85.4,327.3
1687932000,26.5,66,1008.5,2.32,4.53,360.3,112.7,534.9
1687935600,29.8,46,1008.5,2.78,3.80,543.1,128.6,659.6
1687939200,32.0,36,1008.4,2.76,3.54,702.8,137.0,736.1
1687942800,32.8,32,1008.6,1.84,2.66,767.4,168.5,685.3
1687946400,32.9,32,1008.5,0.41,0.98,839.0,168.0,716.0
1687950000,33.1,31,1008.3,0.76,0.58,819.9,192.9,657.1
1687953600,33.1,32,1007.8,2.71,3.74,812.1,202.8,659.7
1687957200,33.3,33,1007.8,5.92,8.12,755.0,156.3,706.1
1687960800,32.0,38,1007.9,6.69,8.82,577.7,187.3,533.6
1687964400,31.1,41,1008.1,5.71,7.55,429.6,133.5,507.8
1687968000,30.4,42,1008.1,4.92,6.66,297.4,100.8,476.8
1687971600,29.4,45,1008.5,3.36,4.58,143.5,60.3,360.1
1687975200,27.9,51,1008.9,2.14,3.00,27.1,16.1,126.2
1687978800,26.6,58,1009.5,2.06,3.09,0.0,0.0,0.0
1687982400,25.6,63,1010.2,2.33,3.92,0.0,0.0,0.0
1687986000,24.9,70,1010.4,3.47,5.80,0.0,0.0,0.0
1687989600,24.4,76,1010.6,5.10,8.21,0.0,0.0,0.0
1687993200,23.7,86,1010.6,5.23,8.27,0.0,0.0,0.0
1687996800,23.8,87,1010.6,4.08,6.54,0.0,0.0,0.0
1688000400,24.0,86,1010.4,4.69,7.41,0.0,0.0,0.0
1688004000,23.7,86,1010.4,5.77,8.91,0.0,0.0,0.0
1688007600,23.4,84,1010.7,6.53,9.75,0.0,0.0,0.0
1688011200,22.5,84,1011.2,5.45,8.08,26.0,21.3,46.8
1688014800,23.1,76,1011.7,4.88,6.75,168.2,85.6,292.6
1688018400,23.9,69,1011.9,4.34,5.74,342.0,117.7,485.5
1688022000,24.6,67,1012.0,3.71,4.80,500.8,150.5,558.2
1688025600,25.6,63,1012.1,4.31,5.54,652.5,177.6,618.4
1688029200,26.4,58,1012.4,4.94,6.41,782.4,183.4,685.8
1688032800,26.5,57,1012.5,5.23,6.79,826.7,193.8,675.6
1688036400,26.8,53,1012.5,5.32,6.76,880.3,176.9,737.4
1688040000,27.1,47,1012.4,5.43,6.97,872.0,157.7,773.3
1688043600,27.1,47,1012.1,5.45,6.99,781.7,150.6,744.4
1688047200,26.6,52,1011.8,5.00,6.51,659.0,143.1,705.1
1688050800,26.0,54,1011.6,4.70,6.00,508.3,114.9,674.5
1688054400,25.5,55,1011.4,4.10,5.30,339.6,90.9,602.9
1688058000,24.9,56,1011.3,3.51,4.51,166.4,61.0,456.2
1688061600,23.9,60,1011.2,3.13,4.34,28.6,16.1,142.9
1688065200,23.2,65,1011.6,2.91,4.52,0.0,0.0,0.0
1688068800,22.9,67,1012.1,2.72,4.49,0.0,0.0,0.0
1688072400,22.4,69,1012.1,2.62,4.56,0.0,0.0,0.0
1688076000,22.0,70,1012.2,2.90,5.14,0.0,0.0,0.0
1688079600,21.6,73,1012.2,2.90,5.30,0.0,0.0,0.0
1688083200,21.2,78,1012.3,2.26,4.47,0.0,0.0,0.0
1688086800,21.1,79,1012.0,2.12,4.21,0.0,0.0,0.0
1688090400,20.7,82,1011.6,2.05,4.11,0.0,0.0,0.0
1688094000,20.3,84,1011.5,2.06,4.07,0.0,0.0,0.0
1688097600,20.2,83,1011.4,2.22,4.03,28.4,21.3,71.1
1688101200,22.0,75,1011.6,2.08,3.64,177.5,85.8,325.9
1688104800,23.8,66,1011.7,1.79,2.38,360.8,114.1,535.3
1688108400,25.1,59,1011.6,1.50,1.90,544.6,129.8,661.9
1688112000,26.4,53,1011.6,1.58,1.82,707.5,139.3,740.7
1688115600,27.4,51,1011.8,2.01,2.25,830.2,144.2,786.0
1688119200,27.7,53,1011.6,3.47,3.96,902.1,146.4,807.0
1688122800,27.6,51,1011.3,4.19,5.04,884.4,158.8,760.8
1688126400,27.2,58,1011.1,3.61,4.40,834.8,191.1,697.1
1688130000,28.1,55,1010.8,2.60,3.14,735.0,178.3,656.8
1688133600,28.7,51,1010.3,2.15,2.62,596.2,157.8,599.2
1688137200,28.2,53,1009.8,2.19,2.86,415.5,138.8,474.4
1688140800,27.9,55,1009.3,3.04,4.31,305.7,107.4,480.7
1688144400,26.9,59,1009.2,4.02,5.33,149.9,68.1,353.8
1688148000,25.3,68,1009.3,4.30,5.99,26.7,15.7,125.8
1688151600,23.9,79,1009.2,3.72,5.86,0.0,0.0,0.0
1688155200,23.2,84,1009.5,3.70,6.05,0.0,0.0,0.0
1688158800,22.8,87,1009.1,3.32,5.79,0.0,0.0,0.0
1688162400,22.5,90,1008.9,3.10,5.82,0.0,0.0,0.0
1688166000,22.2,92,1008.5,3.21,6.06,0.0,0.0,0.0
1688169600,22.1,93,1008.5,2.90,5.79,0.0,0.0,0.0
1688173200,22.0,94,1008.2,3.01,5.71,0.0,0.0,0.0
1688176800,22.0,94,1008.0,3.24,5.90,0.0,0.0,0.0
1688180400,22.1,94,1007.9,3.18,5.73,0.0,0.0,0.0
1688184000,22.2,93,1007.7,3.69,6.14,26.1,21.4,48.1
1688187600,23.6,86,1007.2,4.20,5.98,158.6,91.9,238.2
1688191200,25.4,76,1007.0,3.96,5.25,333.8,127.8,448.0
1688194800,26.8,69,1006.5,5.00,6.72,414.9,249.4,264.5
1688198400,28.0,61,1006.2,6.07,8.32,511.2,339.0,224.8
1688202000,28.8,57,1006.5,6.52,8.73,678.7,337.2,391.5
1688205600,29.5,53,1005.9,7.04,9.39,836.2,217.6,661.0
1688209200,30.2,53,1005.5,7.04,9.26,863.3,223.1,671.5
1688212800,27.6,65,1005.3,7.55,10.22,813.3,229.3,632.6
1688216400,29.8,56,1005.0,5.95,7.92,710.3,298.4,485.9
1688220000,28.9,57,1005.5,5.55,7.29,585.2,183.7,548.7
1688223600,28.3,62,1005.1,5.24,6.90,317.4,203.3,195.5
1688227200,27.7,64,1004.8,4.43,6.00,245.4,139.6,256.4
1688230800,23.9,76,1005.6,2.66,2.50,135.5,69.6,285.6
1688234400,19.3,94,1006.1,2.66,2.85,15.3,10.9,50.1
1688238000,19.9,89,1005.2,4.83,8.45,0.0,0.0,0.0
1688241600,20.7,92,1005.6,4.16,8.05,0.0,0.0,0.0
1688245200,20.7,95,1005.9,2.97,5.83,0.0,0.0,0.0
1688248800,20.5,96,1006.3,2.58,4.90,0.0,0.0,0.0
1688252400,20.4,93,1006.3,1.96,4.65,0.0,0.0,0.0
1688256000,21.9,59,1005.8,3.07,6.46,0.0,0.0,0.0
1688259600,21.7,73,1005.8,2.92,5.41,0.0,0.0,0.0
1688263200,20.5,83,1005.5,0.91,1.44,0.0,0.0,0.0
1688266800,19.8,77,1005.5,2.43,4.03,0.0,0.0,0.0
1688270400,20.4,69,1005.7,3.10,6.07,26.2,19.0,73.4
1688274000,22.0,63,1005.9,3.28,6.54,172.4,83.2,319.8
1688277600,23.9,63,1006.4,4.55,6.30,355.2,111.8,530.7
1688281200,25.1,60,1006.8,5.08,6.80,536.9,127.6,655.3
1688284800,25.4,60,1007.0,5.10,6.71,640.8,172.3,612.2
1688288400,25.7,61,1007.1,5.19,6.74,736.0,187.7,629.3
1688292000,26.1,60,1007.4,5.22,6.83,820.8,175.3,690.1
1688295600,26.7,57,1007.4,5.66,7.31,865.4,177.9,721.4
1688299200,27.3,54,1006.9,4.91,6.24,862.3,166.6,753.8
1688302800,27.3,53,1007.1,4.51,5.66,782.8,145.9,751.5
1688306400,27.1,52,1007.1,4.37,5.58,676.6,125.5,753.2
1688310000,26.7,52,1007.1,4.62,6.04,518.0,109.6,700.3
1688313600,25.9,59,1007.2,4.87,6.43,345.3,87.6,625.1
1688317200,24.9,67,1007.5,4.43,5.91,169.2,58.8,478.4
1688320800,23.9,73,1007.9,3.64,5.19,28.6,15.9,145.5
1688324400,23.1,79,1008.2,3.00,4.88,0.0,0.0,0.0
1688328000,22.7,82,1009.0,2.86,4.88,0.0,0.0,0.0
1688331600,22.3,84,1009.2,2.69,4.89,0.0,0.0,0.0
1688335200,21.9,87,1009.2,2.40,4.44,0.0,0.0,0.0
1688338800,21.6,89,1009.1,2.62,4.49,0.0,0.0,0.0
1688342400,21.8,91,1009.2,2.98,5.22,0.0,0.0,0.0
1688346000,21.6,91,1009.2,2.97,5.20,0.0,0.0,0.0
1688349600,21.5,90,1009.2,3.11,5.54,0.0,0.0,0.0
1688353200,21.3,89,1009.0,2.97,5.46,0.0,0.0,0.0
1688356800,21.4,86,1009.2,3.11,5.46,26.3,21.5,49.8
1688360400,23.0,78,1009.4,3.50,5.52,169.8,84.9,306.1
1688364000,24.6,71,1009.8,3.72,5.02,345.5,118.1,497.3
1688367600,25.8,65,1010.1,3.88,5.02,529.1,134.6,632.8
1688371200,26.7,60,1010.2,4.14,5.28,695.9,137.2,730.8
1688374800,27.4,57,1010.3,4.21,5.33,821.0,141.1,781.0
1688378400,27.9,54,1010.5,4.10,5.20,902.4,142.3,813.1
1688382000,28.3,52,1010.5,3.73,4.72,923.8,143.7,818.9
1688385600,28.3,55,1010.4,3.57,4.46,892.8,146.0,809.3
1688389200,28.7,53,1010.0,3.01,3.61,811.4,132.5,801.2
1688392800,28.8,52,1009.9,2.78,3.18,686.7,120.9,773.5
1688396400,28.4,53,1009.5,2.91,3.41,523.3,107.0,714.1
1688400000,27.6,57,1009.4,2.48,3.11,346.1,88.4,625.3
1688403600,26.5,64,1009.4,1.44,1.80,169.8,58.7,481.8
1688407200,25.4,70,1009.6,0.61,0.89,28.1,15.1,148.8
1688410800,24.5,77,1009.9,0.40,0.60,0.0,0.0,0.0
1688414400,23.8,83,1010.6,0.54,1.13,0.0,0.0,0.0
1688418000,23.3,84,1010.5,1.10,1.70,0.0,0.0,0.0
1688421600,22.6,87,1010.7,1.60,2.75,0.0,0.0,0.0
1688425200,21.9,85,1010.6,1.71,3.55,0.0,0.0,0.0
1688428800,20.8,85,1010.1,1.78,3.26,0.0,0.0,0.0
1688432400,21.0,83,1009.9,0.92,2.15,0.0,0.0,0.0
1688436000,20.8,85,1009.8,1.26,1.71,0.0,0.0,0.0
1688439600,19.8,92,1010.0,0.92,1.14,0.0,0.0,0.0
1688443200,20.2,87,1010.2,0.92,1.14,26.3,21.5,50.8
1688446800,22.5,76,1010.2,0.91,1.17,170.3,82.2,319.4
1688450400,25.3,67,1010.4,1.42,2.19,350.8,109.5,529.1
1688454000,27.2,62,1010.6,2.79,3.49,535.1,125.4,658.2
1688457600,27.8,56,1010.7,4.26,5.39,697.1,135.0,736.2
1688461200,28.3,51,1011.1,4.33,5.56,821.2,140.0,783.0
1688464800,29.1,48,1011.0,3.81,4.70,898.4,141.3,810.4
1688468400,29.4,48,1010.7,3.71,4.46,914.8,148.8,804.5
1688472000,28.8,50,1010.6,3.52,4.28,873.2,149.9,784.1
1688475600,29.0,51,1010.0,3.55,4.24,791.4,136.4,773.3
1688479200,28.5,53,1009.7,3.44,4.25,650.7,137.5,701.8
1688482800,27.6,57,1009.5,3.11,3.83,481.7,122.9,615.7
1688486400,27.0,59,1009.6,2.47,3.11,312.2,96.6,523.3
1688490000,26.4,65,1009.8,2.16,2.79,158.2,60.9,423.2
1688493600,25.5,72,1010.1,1.70,2.30,26.1,14.7,131.4
1688497200,24.8,78,1010.4,0.86,1.30,0.0,0.0,0.0
1688500800,24.4,82,1010.9,0.32,0.58,0.0,0.0,0.0
1688504400,23.7,83,1011.0,1.84,2.48,0.0,0.0,0.0
1688508000,23.6,85,1011.1,2.83,5.54,0.0,0.0,0.0
1688511600,23.5,84,1011.0,3.54,6.38,0.0,0.0,0.0
1688515200,23.5,79,1010.3,2.66,5.52,0.0,0.0,0.0
1688518800,23.5,85,1010.1,3.67,6.81,0.0,0.0,0.0
1688522400,23.4,89,1010.1,4.57,7.78,0.0,0.0,0.0
1688526000,23.2,91,1010.3,5.28,8.50,0.0,0.0,0.0
1688529600,23.3,90,1010.3,4.88,7.78,24.0,19.2,51.8
1688533200,24.2,84,1010.6,5.41,7.61,164.8,83.9,294.8
1688536800,25.0,79,1010.7,6.20,8.29,337.4,118.3,481.9
1688540400,25.9,74,1010.9,4.78,6.30,481.2,170.4,500.4
1688544000,27.2,66,1010.7,4.49,5.83,677.6,155.9,684.1
1688547600,27.9,62,1010.7,4.40,5.59,776.7,183.6,682.5
1688551200,28.4,59,1010.8,4.57,5.88,739.6,290.9,480.6
1688554800,28.7,57,1010.9,4.79,6.04,766.1,268.4,522.9
1688558400,29.1,59,1010.0,4.85,6.17,680.2,297.9,414.5
1688562000,29.3,55,1010.1,4.09,5.28,664.6,240.3,501.1
1688565600,28.9,58,1009.9,4.90,6.37,465.2,229.8,322.0
1688569200,28.5,61,1009.8,5.15,6.75,463.1,132.6,567.4
1688572800,27.2,70,1009.5,5.41,7.34,327.8,90.0,577.8
1688576400,26.5,73,1009.7,4.39,6.04,168.1,58.7,476.6
1688580000,25.4,79,1009.9,4.03,5.59,27.7,14.9,146.6
1688583600,24.4,85,1010.3,3.86,6.18,0.0,0.0,0.0
1688587200,23.9,87,1010.6,3.96,6.56,0.0,0.0,0.0
1688590800,23.6,85,1010.8,4.24,7.16,0.0,0.0,0.0
1688594400,23.4,83,1010.8,4.53,7.79,0.0,0.0,0.0
1688598000,23.3,81,1011.0,4.60,7.94,0.0,0.0,0.0
1688601600,23.7,80,1010.8,3.88,7.27,0.0,0.0,0.0
1688605200,23.5,82,1010.3,3.86,6.91,0.0,0.0,0.0
1688608800,23.3,81,1010.2,3.89,7.21,0.0,0.0,0.0
1688612400,23.3,81,1010.2,4.08,7.48,0.0,0.0,0.0
1688616000,23.5,82,1010.4,4.27,7.47,24.1,19.3,52.9
1688619600,24.7,78,1010.6,4.36,7.34,171.4,81.2,330.5
1688623200,26.1,69,1010.9,5.05,6.98,353.9,108.4,541.6
1688626800,27.4,58,1011.0,5.59,7.60,540.2,123.2,672.5
1688630400,28.4,52,1011.1,5.85,7.95,705.2,131.8,753.0
1688634000,29.1,49,1011.4,6.21,8.26,833.1,136.9,801.9
1688637600,29.6,47,1011.6,6.38,8.59,914.1,138.2,831.6
1688641200,29.8,46,1011.5,6.55,8.76,941.1,135.7,846.7
1688644800,29.0,52,1011.3,6.72,8.93,911.5,132.3,845.4
1688648400,29.4,49,1011.2,6.46,8.57,825.8,126.8,825.7
1688652000,29.2,50,1011.0,5.98,8.04,696.9,118.1,792.0
1688655600,28.8,51,1010.8,5.70,7.76,534.7,103.4,740.7
1688659200,28.0,56,1010.7,5.13,6.96,353.3,85.0,652.5
1688662800,27.0,62,1010.9,4.24,6.10,173.0,57.2,505.4
1688666400,25.9,70,1011.3,3.23,5.31,27.4,14.4,149.2
1688670000,25.0,76,1011.5,3.42,5.85,0.0,0.0,0.0
1688673600,24.5,80,1012.1,2.95,5.25,0.0,0.0,0.0
1688677200,23.8,84,1012.4,2.78,5.37,0.0,0.0,0.0
1688680800,23.4,84,1012.8,2.91,5.90,0.0,0.0,0.0
1688684400,23.6,78,1012.8,3.25,6.62,0.0,0.0,0.0
1688688000,24.0,73,1012.8,4.03,7.39,0.0,0.0,0.0
1688691600,23.8,78,1012.7,3.89,7.24,0.0,0.0,0.0
1688695200,23.7,80,1012.7,3.61,7.11,0.0,0.0,0.0
1688698800,23.6,82,1012.9,3.67,6.94,0.0,0.0,0.0
1688702400,23.8,81,1013.4,4.77,8.16,24.2,19.3,54.1
1688706000,24.8,76,1013.7,5.03,8.28,167.4,81.4,316.9
1688709600,26.2,70,1014.3,6.42,9.14,349.3,108.5,532.8
1688713200,27.6,60,1014.6,7.32,10.21,531.2,124.5,657.5
1688716800,28.4,56,1014.8,8.24,11.29,691.1,133.0,734.0
1688720400,28.7,56,1015.2,8.41,11.54,815.2,140.1,778.4
1688724000,29.2,53,1015.2,8.14,11.00,893.5,142.4,805.7
1688727600,29.6,50,1015.2,8.23,11.09,920.1,141.8,818.7
1688731200,29.2,48,1015.1,8.41,11.41,893.0,139.2,818.2
1688734800,29.2,48,1015.0,8.50,11.50,815.3,128.7,811.4
1688738400,28.9,48,1015.0,8.11,11.03,690.4,117.2,784.7
1688742000,28.4,49,1015.1,7.88,10.75,532.9,102.5,739.6
1688745600,27.3,58,1015.1,7.38,10.24,350.7,84.2,649.0
1688749200,26.0,66,1015.2,6.85,9.58,172.8,57.8,503.1
1688752800,25.1,73,1015.4,6.23,9.35,27.8,14.6,151.6
1688756400,24.5,75,1015.8,6.33,10.02,0.0,0.0,0.0
1688760000,24.2,78,1016.0,6.19,9.85,0.0,0.0,0.0
1688763600,24.0,79,1016.1,6.28,10.18,0.0,0.0,0.0
1688767200,23.9,77,1015.9,6.67,10.62,0.0,0.0,0.0
1688770800,23.8,73,1015.6,6.51,10.79,0.0,0.0,0.0
1688774400,24.0,75,1015.6,6.62,10.80,0.0,0.0,0.0
1688778000,23.9,73,1015.4,6.81,10.98,0.0,0.0,0.0
1688781600,23.7,75,1015.9,6.86,10.97,0.0,0.0,0.0
1688785200,23.3,75,1016.1,6.44,10.41,0.0,0.0,0.0
1688788800,23.3,74,1016.4,6.59,10.53,24.3,19.4,55.4
1688792400,24.3,73,1016.7,7.07,10.29,169.5,81.7,325.5
1688796000,25.4,72,1016.6,7.47,10.38,340.9,121.1,488.0
1688799600,26.3,67,1016.4,7.54,10.29,528.0,134.9,636.8
1688803200,27.1,63,1016.4,6.77,9.05,697.9,135.2,741.1
1688806800,27.8,59,1016.8,6.28,8.25,819.6,146.5,776.9
1688810400,28.4,52,1017.0,5.94,7.71,887.4,158.9,782.1
1688814000,28.9,47,1016.9,6.14,7.93,922.1,150.8,811.9
1688817600,28.3,54,1016.9,5.15,6.51,901.8,135.3,832.5
1688821200,28.7,51,1016.7,5.97,7.67,818.2,128.7,815.2
1688824800,28.3,51,1016.3,6.08,7.81,691.3,118.1,785.1
1688828400,27.8,49,1016.2,5.73,7.44,532.8,104.3,737.1
1688832000,27.0,50,1015.9,4.91,6.41,349.8,89.9,633.6
1688835600,26.0,56,1015.7,3.88,5.28,174.1,57.8,510.4
1688839200,24.8,64,1015.5,3.68,5.44,27.5,14.8,145.7
1688842800,23.8,72,1015.6,3.94,6.41,0.0,0.0,0.0
1688846400,23.4,76,1016.0,4.00,6.62,0.0,0.0,0.0
1688850000,23.0,81,1016.3,3.88,6.67,0.0,0.0,0.0
1688853600,22.8,82,1016.4,3.98,6.93,0.0,0.0,0.0
1688857200,22.6,81,1016.4,4.25,7.43,0.0,0.0,0.0
1688860800,22.7,83,1016.3,4.31,7.61,0.0,0.0,0.0
1688864400,22.6,84,1016.2,4.25,7.38,0.0,0.0,0.0
1688868000,22.3,87,1016.2,3.89,7.00,0.0,0.0,0.0
1688871600,22.1,88,1016.5,3.56,6.73,0.0,0.0,0.0
1688875200,22.1,87,1016.6,3.61,6.79,21.9,17.1,55.9
1688878800,23.7,77,1016.8,3.82,6.89,168.6,80.5,328.8
1688882400,25.6,66,1016.7,4.69,6.44,351.3,107.5,543.1
1688886000,27.0,55,1016.7,5.41,7.20,536.4,121.1,674.1
1688889600,27.9,50,1016.8,5.74,7.48,700.3,130.8,751.1
1688893200,28.5,48,1017.0,5.95,7.78,826.1,135.9,797.5
1688896800,28.8,48,1017.1,6.04,7.83,905.1,137.3,825.0
1688900400,28.8,50,1017.1,6.08,7.83,933.3,136.8,839.0
1688904000,28.1,57,1017.2,5.83,7.57,903.8,132.3,838.3
1688907600,28.4,56,1016.8,5.85,7.69,820.1,126.8,820.2
1688911200,28.1,57,1016.5,5.92,7.81,693.1,115.4,791.9
1688914800,27.6,62,1016.4,5.51,7.31,531.8,102.5,739.1
1688918400,26.9,65,1016.1,5.00,6.67,351.3,84.1,652.4
1688922000,26.1,70,1015.8,4.30,5.82,172.4,56.3,511.5
1688925600,25.0,77,1015.8,4.13,6.14,27.1,13.9,151.4
1688929200,24.1,83,1016.0,4.72,7.62,0.0,0.0,0.0
1688932800,23.8,85,1016.2,4.53,7.47,0.0,0.0,0.0
1688936400,23.6,86,1016.4,4.24,7.21,0.0,0.0,0.0
1688940000,23.4,86,1016.3,4.06,7.32,0.0,0.0,0.0
1688943600,23.2,86,1016.5,4.04,7.32,0.0,0.0,0.0
1688947200,23.3,88,1016.5,4.69,8.21,0.0,0.0,0.0
1688950800,23.3,87,1016.5,4.70,8.24,0.0,0.0,0.0
1688954400,23.4,86,1016.4,4.72,8.36,0.0,0.0,0.0
1688958000,23.6,86,1016.5,4.61,8.19,0.0,0.0,0.0
1688961600,23.9,83,1016.6,4.84,8.14,19.6,14.7,56.1
1688965200,25.1,71,1016.7,4.64,7.96,164.7,77.8,326.5
1688968800,26.7,58,1016.7,5.13,7.02,346.7,106.4,537.3
1688972400,27.9,53,1016.7,5.55,7.42,532.1,121.2,668.4
1688976000,28.6,53,1016.7,5.79,7.67,697.2,129.8,749.6
1688979600,29.0,55,1016.8,5.99,7.79,824.2,134.9,797.3
1688983200,29.2,55,1017.1,5.98,7.73,904.2,136.2,825.8
1688986800,29.7,48,1017.0,5.41,6.83,931.3,135.8,838.5
1688990400,29.6,50,1017.0,4.28,5.25,904.8,132.3,840.0
1688994000,30.0,47,1016.7,4.46,5.54,821.0,125.9,822.9
1688997600,30.0,45,1016.5,4.32,5.41,695.8,115.4,796.3
1689001200,29.6,47,1016.0,4.22,5.31,535.3,101.6,747.4
1689004800,28.6,52,1015.8,3.90,5.00,354.4,82.4,665.4
1689008400,27.3,62,1015.6,3.47,4.71,173.6,56.2,519.0
1689012000,25.8,74,1015.2,2.88,4.40,26.6,13.7,149.0
1689015600,24.5,85,1015.4,3.09,5.28,0.0,0.0,0.0
1689019200,23.8,90,1015.9,3.36,6.00,0.0,0.0,0.0
1689022800,23.5,92,1016.1,3.41,6.38,0.0,0.0,0.0
1689026400,23.3,92,1015.9,2.94,5.78,0.0,0.0,0.0
1689030000,23.0,90,1015.9,2.69,5.28,0.0,0.0,0.0
1689033600,22.6,90,1015.9,2.84,5.50,0.0,0.0,0.0
1689037200,22.4,84,1015.7,2.34,4.88,0.0,0.0,0.0
1689040800,22.4,75,1015.5,2.34,5.16,0.0,0.0,0.0
1689044400,22.5,74,1015.6,2.51,5.57,0.0,0.0,0.0
1689048000,22.9,82,1015.7,2.38,5.24,19.7,14.8,56.4
1689051600,24.6,78,1015.9,2.47,4.71,166.9,78.1,335.8
1689055200,26.6,65,1016.0,2.25,3.26,349.6,105.3,548.2
1689058800,28.8,48,1015.9,2.69,3.40,534.7,118.9,677.8
1689062400,30.4,39,1015.7,3.01,3.79,696.3,126.5,753.9
1689066000,31.1,37,1015.9,3.67,4.52,824.3,132.8,800.8
1689069600,31.1,39,1016.1,3.96,4.81,904.3,135.2,827.7
1689073200,31.2,41,1015.9,3.49,4.20,931.4,133.8,841.3
